ai_1,ai_2,games,ai_1_wins,ai_2_wins,draws,ai_1_win_rate,ai_2_win_rate,ai_1_score_rate,ai_2_score_rate,avg_moves,avg_time_per_move_ai_1,avg_time_per_move_ai_2
Easy,Hard,300,150,150,0,0.5,0.5,0.5,0.5,18.0,10.1983,1318.2714
Easy,Medium,300,0,300,0,0.0,1.0,0.0,1.0,30.5,23.5127,847.7629
Medium,Hard,300,150,150,0,0.5,0.5,0.5,0.5,27.0,645.4518,2781.1495
