game_id,pair_id,black_ai,white_ai,winner,winner_ai,result_for_black,moves_count,black_total_time_ms,white_total_time_ms,black_avg_time_ms,white_avg_time_ms,black_total_nodes,white_total_nodes,black_avg_nodes,white_avg_nodes,max_moves_reached
101,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.2364,17794.74,26.7909,988.5967,1251,4360,69.5,242.22,False
102,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.7287,17800.2532,26.8183,988.903,1251,4360,69.5,242.22,False
103,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.9047,17802.4131,26.8836,989.023,1251,4360,69.5,242.22,False
104,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.205,17905.5278,26.9003,994.7515,1251,4360,69.5,242.22,False
105,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,479.877,17859.1461,26.6598,992.1748,1251,4360,69.5,242.22,False
106,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.9288,17819.8165,26.9405,989.9898,1251,4360,69.5,242.22,False
107,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,479.8181,17824.5207,26.6566,990.2512,1251,4360,69.5,242.22,False
108,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.8871,17907.4877,26.7715,994.8604,1251,4360,69.5,242.22,False
109,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.4283,17832.5957,26.9127,990.6998,1251,4360,69.5,242.22,False
110,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.9442,17795.2235,26.8858,988.6235,1251,4360,69.5,242.22,False
111,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.8378,17825.751,26.8799,990.3195,1251,4360,69.5,242.22,False
112,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,485.1827,17846.2211,26.9546,991.4567,1251,4360,69.5,242.22,False
113,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.1389,17786.1983,26.7299,988.1221,1251,4360,69.5,242.22,False
114,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.1892,17825.1462,26.7883,990.2859,1251,4360,69.5,242.22,False
115,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,479.6145,17835.1019,26.6452,990.839,1251,4360,69.5,242.22,False
116,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,490.5616,17872.0475,27.2534,992.8915,1251,4360,69.5,242.22,False
117,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.2633,17807.6625,26.9035,989.3146,1251,4360,69.5,242.22,False
118,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.3011,17847.9887,26.8501,991.5549,1251,4360,69.5,242.22,False
119,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,486.072,17863.0721,27.004,992.3929,1251,4360,69.5,242.22,False
120,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.2339,17909.9945,26.8463,994.9997,1251,4360,69.5,242.22,False
121,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,478.8744,17789.6178,26.6041,988.3121,1251,4360,69.5,242.22,False
122,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,486.9119,17854.7148,27.0507,991.9286,1251,4360,69.5,242.22,False
123,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.7996,17802.4912,26.9333,989.0273,1251,4360,69.5,242.22,False
124,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,485.3963,17823.4285,26.9665,990.1905,1251,4360,69.5,242.22,False
125,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.983,17868.0591,26.7768,992.6699,1251,4360,69.5,242.22,False
126,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,485.8293,17878.5229,26.9905,993.2513,1251,4360,69.5,242.22,False
127,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.7347,17852.259,26.763,991.7922,1251,4360,69.5,242.22,False
128,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.8744,17878.1974,26.8819,993.2332,1251,4360,69.5,242.22,False
129,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,485.59,17786.6348,26.9772,988.1464,1251,4360,69.5,242.22,False
130,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.7258,17832.6995,26.8181,990.7055,1251,4360,69.5,242.22,False
131,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.8126,17850.0042,26.7674,991.6669,1251,4360,69.5,242.22,False
132,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.6772,17865.7903,26.871,992.5439,1251,4360,69.5,242.22,False
133,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,479.886,17818.7335,26.6603,989.9296,1251,4360,69.5,242.22,False
134,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.5504,17798.5411,26.9195,988.8078,1251,4360,69.5,242.22,False
135,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,484.7916,17810.9363,26.9329,989.4965,1251,4360,69.5,242.22,False
136,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,488.6154,17837.0808,27.1453,990.9489,1251,4360,69.5,242.22,False
137,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.8078,17805.3307,26.7671,989.185,1251,4360,69.5,242.22,False
138,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,480.5308,17785.5679,26.6962,988.0871,1251,4360,69.5,242.22,False
139,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.5195,17811.304,26.8066,989.5169,1251,4360,69.5,242.22,False
140,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,486.4626,17861.1986,27.0257,992.2888,1251,4360,69.5,242.22,False
141,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,488.3753,17835.2804,27.132,990.8489,1251,4360,69.5,242.22,False
142,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.5512,17825.2518,26.7528,990.2918,1251,4360,69.5,242.22,False
143,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,483.2866,17847.3761,26.8493,991.5209,1251,4360,69.5,242.22,False
144,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,478.5537,17895.5791,26.5863,994.1988,1251,4360,69.5,242.22,False
145,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,479.601,17759.1829,26.6445,986.6213,1251,4360,69.5,242.22,False
146,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,485.3562,17842.2399,26.9642,991.2355,1251,4360,69.5,242.22,False
147,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,478.5226,17882.8069,26.5846,993.4893,1251,4360,69.5,242.22,False
148,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,481.3137,17880.6543,26.7397,993.3697,1251,4360,69.5,242.22,False
149,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,513.2109,17849.0813,28.5117,991.6156,1251,4360,69.5,242.22,False
150,Easy_vs_Medium,Easy,Medium,white,Medium,loss,36,482.4373,17857.114,26.8021,992.0619,1251,4360,69.5,242.22,False
151,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8362.5135,218.5831,643.2703,18.2153,2875,790,221.15,65.83,False
152,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8409.1398,222.2391,646.8569,18.5199,2875,790,221.15,65.83,False
153,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8409.5377,219.0826,646.8875,18.2569,2875,790,221.15,65.83,False
154,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8445.1578,223.4743,649.6275,18.6229,2875,790,221.15,65.83,False
155,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8481.6625,222.8531,652.4356,18.5711,2875,790,221.15,65.83,False
156,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8459.9446,223.3452,650.765,18.6121,2875,790,221.15,65.83,False
157,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8486.2082,218.1846,652.7852,18.182,2875,790,221.15,65.83,False
158,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8477.832,220.1877,652.1409,18.349,2875,790,221.15,65.83,False
159,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8377.2957,218.313,644.4074,18.1927,2875,790,221.15,65.83,False
160,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8399.5619,219.9952,646.1201,18.3329,2875,790,221.15,65.83,False
161,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8415.8819,219.7612,647.3755,18.3134,2875,790,221.15,65.83,False
162,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8432.8712,225.8936,648.6824,18.8245,2875,790,221.15,65.83,False
163,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8420.7536,221.423,647.7503,18.4519,2875,790,221.15,65.83,False
164,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8424.8859,219.3935,648.0681,18.2828,2875,790,221.15,65.83,False
165,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8431.063,222.6896,648.5433,18.5575,2875,790,221.15,65.83,False
166,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8462.6149,221.9615,650.9704,18.4968,2875,790,221.15,65.83,False
167,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8401.0361,221.1873,646.2335,18.4323,2875,790,221.15,65.83,False
168,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8422.9333,224.0636,647.9179,18.672,2875,790,221.15,65.83,False
169,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8447.6977,218.753,649.8229,18.2294,2875,790,221.15,65.83,False
170,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8452.2282,221.8557,650.1714,18.488,2875,790,221.15,65.83,False
171,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8436.6684,221.1452,648.9745,18.4288,2875,790,221.15,65.83,False
172,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8408.7443,220.9752,646.8265,18.4146,2875,790,221.15,65.83,False
173,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8403.0264,219.996,646.3866,18.333,2875,790,221.15,65.83,False
174,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8420.8404,221.451,647.757,18.4542,2875,790,221.15,65.83,False
175,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8384.9041,220.9422,644.9926,18.4119,2875,790,221.15,65.83,False
176,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8407.941,221.2392,646.7647,18.4366,2875,790,221.15,65.83,False
177,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8402.1177,221.5095,646.3167,18.4591,2875,790,221.15,65.83,False
178,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8411.1957,220.8144,647.0151,18.4012,2875,790,221.15,65.83,False
179,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8384.9639,221.218,644.9972,18.4348,2875,790,221.15,65.83,False
180,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8387.5943,220.3252,645.1996,18.3604,2875,790,221.15,65.83,False
181,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8404.1356,219.723,646.472,18.3103,2875,790,221.15,65.83,False
182,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8418.8736,220.6615,647.6057,18.3885,2875,790,221.15,65.83,False
183,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8391.8992,221.4655,645.5307,18.4555,2875,790,221.15,65.83,False
184,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8394.0563,220.219,645.6966,18.3516,2875,790,221.15,65.83,False
185,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8394.0818,219.4913,645.6986,18.2909,2875,790,221.15,65.83,False
186,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8417.9798,221.0379,647.5369,18.4198,2875,790,221.15,65.83,False
187,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8376.5917,220.8306,644.3532,18.4026,2875,790,221.15,65.83,False
188,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8404.2537,218.8911,646.4811,18.2409,2875,790,221.15,65.83,False
189,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8402.1331,220.3243,646.3179,18.3604,2875,790,221.15,65.83,False
190,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8458.8132,221.4773,650.6779,18.4564,2875,790,221.15,65.83,False
191,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8406.8285,221.2958,646.6791,18.4413,2875,790,221.15,65.83,False
192,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8397.9855,250.6553,645.9989,20.8879,2875,790,221.15,65.83,False
193,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8421.0175,218.8792,647.7706,18.2399,2875,790,221.15,65.83,False
194,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8418.3033,222.1672,647.5618,18.5139,2875,790,221.15,65.83,False
195,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8388.0559,221.2037,645.2351,18.4336,2875,790,221.15,65.83,False
196,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8399.763,221.2527,646.1356,18.4377,2875,790,221.15,65.83,False
197,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8389.9421,220.2648,645.3802,18.3554,2875,790,221.15,65.83,False
198,Easy_vs_Medium,Medium,Easy,black,Medium,win,25,8416.8948,221.746,647.4534,18.4788,2875,790,221.15,65.83,False
